baudge,baudge_614.wav,baudge.i_618.wav,baudge.z_616.wav,bɑdʒ,dodge,botch,has the sound of the 'g' in 'dodge',has the sound of the 'ch' in 'botch',dog,dig,has the vowel sound of 'dog',has the vowel sound of 'dig',filler,dʒ,mono,ɑ,1,0,B AA D ZH
glersif,glersif_274.wav,glersif.s_278.wav,glersif.z_276.wav,glɚsəf,rove,laugh,has the sound of the 'v' in 'rove',has the sound of the 'gh' in 'laugh',turbo,treble,has the vowel sound of 'turbo',has the vowel sound of 'treble',stim,f,trochee,ɚ,1,0,G L ER S IH F
yesturf,yesturf_656.wav,yesturf.s_660.wav,yesturf.z_658.wav,yəstɚf,shove,spoof,has the sound of the 'v' in 'shove',has the sound of the 'f' in 'spoof',bird,beard,has the vowel sound of 'bird',has the vowel sound of 'beard',stim,f,iamb,ɚ,1,0,y IH S T ER F
querth,querth_572.wav,querth.s_454.wav,querth.z_452.wav,kwɚθ,brother,broth,has the sound of the 'th' in 'brother',has the sound of the 'th' in 'broth',hearst,feast,has the vowel sound of 'hearst',has the vowel sound of 'feast',stim,θ,mono,ɚ,1,0,K W ER TH
sakirth,sukirth_1922.wav,sukirth.s_1962.wav,sukirth.z_1942.wav,səkɚθ,heathen,heathrow,has the sound of the 'th' in 'heathen',has the sound of the 'th' in 'heathrow',gurgle,google,has the vowel sound of 'gurgle',has the vowel sound of 'google',stim,θ,iamb,ɚ,1,0,S IH K ER TH
lurbith,lurbith_336.wav,lurbith.s_340.wav,lurbith.z_338.wav,lɚbəθ,heather,ether,has the sound of the 'th' in 'heather',has the sound of the 'th' in 'ether',turbo,treble,has the vowel sound of 'turbo',has the vowel sound of 'treble',stim,θ,trochee,ɚ,1,0,L ER B IH TH
wurgith,wurgith_644.wav,wurgith.s_646.wav,wurgith.z_648.wav,wɚgəθ,leather,wreath,has the sound of the 'th' in 'leather',has the sound of the 'th' in 'wreath',sperm,psalm,has the vowel sound of 'sperm',has the vowel sound of 'psalm',stim,θ,trochee,ɚ,1,0,W ER G IH TH
genurth,genurth_3002.wav,genurth.s_3022.wav,genurth.z_3042.wav,gənɚθ,loathing,pithy,has the sound of the 'th' in 'loathing',has the sound of the 'th' in 'pithy',bird,beard,has the vowel sound of 'bird',has the vowel sound of 'beard',stim,θ,iamb,ɚ,1,0,G IH N ER TH
stirth,stirth_4862.wav,stirth.s_4882.wav,stirth.z_4902.wav,stɚθ,weather,bequeath,has the sound of the 'th' in 'weather',has the sound of the 'th' in 'bequeath',myrtle,maple,has the vowel sound of 'myrtle',has the vowel sound of 'maple',stim,θ,mono,ɚ,1,0,S T ER TH
bafe,bafe_420.wav,bafe.s_424.wav,bafe.z_422.wav,beɪf,crave,riff,has the sound of the 'v' in 'crave',has the sound of the 'ff' in 'riff',trace,rice,has the vowel sound of 'trace',has the vowel sound of 'rice',stim,f,mono,eɪ,2,0,B EY F
sailif,seylif_1463.wav,seylif.s_1503.wav,seylif.z_244.wav,seɪləf,eve,ref,has the sound of the 'v' in 'eve',has the sound of the 'f' in 'ref',sale,sell,has the vowel sound of 'sale',has the vowel sound of 'sell',stim,f,trochee,eɪ,2,0,S EY L IH F
craedef,craedef_740.wav,craedef.s_744.wav,craedef.z_742.wav,kreɪdəf,love,scoff,has the sound of the 'v' in 'love',has the sound of the 'ff' in 'scoff',stage,stooge,has the vowel sound of 'stooge',has the vowel sound of 'stage',stim,f,trochee,eɪ,2,0,K R EY D IH F
melaif,melaif_5722.wav,melaif.s_5742.wav,melaif.z_5762.wav,məleɪf,pelvis,triumph,has the sound of the 'v' in 'pelvis',has the sound of the 'ph' in 'triumph',bass,boss,has the vowel sound of 'boss',has the vowel sound of 'bass',stim,f,iamb,eɪ,2,0,M IH L EY F
tinkafe,tinkafe_6682.wav,tinkafe.s_6722.wav,tinkafe.z_6702.wav,tənkeɪf,perv,wolf,has the sound of the 'v' in 'perv',has the sound of the 'f' in 'wolf',mace,moose,has the vowel sound of 'mace',has the vowel sound of 'moose',stim,f,iamb,eɪ,2,0,T IH N K EY F
mafe,mafe_154.wav,mafe.s_243.wav,mafe.z_223.wav,meɪf,sleeve,sheriff,has the sound of the 'v' in 'sleeve',has the sound of the 'ff' in 'sheriff',sail,seal,has the vowel sound of 'sail',has the vowel sound of 'seal',stim,f,mono,eɪ,2,0,M EY F
teraith,teraith_214.wav,teraith.s_218.wav,teraith.z_216.wav,təɹeɪθ,blather,twelfth,has the sound of the 'th' in 'blather',has the sound of the 'th' in 'twelfth',case,cross,has the vowel sound of 'case',has the vowel sound of 'cross',stim,θ,iamb,eɪ,2,0,T IH R EY TH
hilayth,hullayth_4242.wav,hullayth.s_4282.wav,hullayth.z_4262.wav,həleɪθ,either,lethal,has the sound of the 'th' in 'either',has the sound of the 'th' in 'lethal',mace,moose,has the vowel sound of 'mace',has the vowel sound of 'moose',stim,θ,iamb,eɪ,2,0,HH IH L EY TH
nagith,nagith_680.wav,nagith.s_684.wav,nagith.z_470.wav,neɪgəθ,heather,ether,has the sound of the 'th' in 'heather',has the sound of the 'th' in 'ether',snake,sneak,has the vowel sound of 'snake',has the vowel sound of 'sneak',stim,θ,trochee,eɪ,2,0,N EY G IH TH
smathe,smathe_2882.wav,smathe.s_2922.wav,smathe.z_2902.wav,smeɪθ,mother,moth,has the sound of the 'th' in 'mother',has the sound of the 'th' in 'moth',haze,sneeze,has the vowel sound of 'haze',has the vowel sound of 'sneeze',stim,θ,mono,eɪ,2,0,S M EY TH
spailith,spailith_1202.wav,spailith.s_1242.wav,spailith.z_1222.wav,speɪləθ,rather,bathtub,has the sound of the 'th' in 'rather',has the sound of the 'th' in 'bathtub',dale,dell,has the vowel sound of 'dale',has the vowel sound of 'dell',stim,θ,trochee,eɪ,2,0,S P EY L IH TH
payth,payth_602.wav,payth.s_606.wav,payth.z_604.wav,peɪθ,smooth,truth,has the sound of the 'th' in 'smooth',has the sound of the 'th' in 'truth',safe,scythe,has the vowel sound of 'safe',has the vowel sound of 'scythe',stim,θ,mono,eɪ,2,0,P EY TH
wureef,wureef_6182.wav,wureef.s_6202.wav,wureef.z_6222.wav,wəɹif,cove,plaintiff,has the sound of the 'v' in 'cove',has the sound of the 'ff' in 'plaintiff',quiche,pitch,has the vowel sound of 'quiche',has the vowel sound of 'pitch',stim,f,iamb,i,2,0,W IH R IY F
chiddif,chiddif_4302.wav,chiddif.s_4342.wav,chiddif.z_4322.wav,ʧɪdəf,crave,riff,has the sound of the 'v' in 'crave',has the sound of the 'ff' in 'riff',chick,check,has the vowel sound of 'chick',has the vowel sound of 'check',stim,f,trochee,ɪ,1,0,CH IH D IH F
neshif,neshif_4982.wav,neshif.s_5002.wav,neshif.z_5022.wav,nəʃɪf,dave,jeff,has the sound of the 'v' in 'dave',has the sound of the 'ff' in 'jeff',spit,spurt,has the vowel sound of 'spit',has the vowel sound of 'spurt',stim,f,iamb,ɪ,1,0,N IH SH IH F
kezinf,kezinf_83.wav,kezinf.s_123.wav,kezinf.z_103.wav,kəzɪnf,eve,ref,has the sound of the 'v' in 'eve',has the sound of the 'f' in 'ref',shin,sheen,has the vowel sound of 'shin',has the vowel sound of 'sheen',stim,f,iamb,ɪ,1,n,K IH Z IH N F
weebif,weebif_638.wav,weebif.s_640.wav,weebif.z_1003.wav,wibəf,groove,gaffe,has the sound of the 'v' in 'groove',has the sound of the 'ff' in 'gaffe',creak,crack,has the vowel sound of 'creak',has the vowel sound of 'crack',stim,f,trochee,i,2,0,W IY B IH F
rideef,rideef_268.wav,rideef.s_272.wav,rideef.z_270.wav,ɹədif,grove,steph,has the sound of the 'v' in 'grove',has the sound of the 'ph' in 'steph',quiche,pitch,has the vowel sound of 'quiche',has the vowel sound of 'pitch',stim,f,iamb,i,2,0,R IH D IY F
rilkuf,rilkuf_263.wav,rilkuf.s_30.wav,rilkuf.z_303.wav,rɪlkəf,live,banff,has the sound of the 'v' in 'live',has the sound of the 'ff' in 'banff',silk,hulk,has the vowel sound of 'silk',has the vowel sound of 'hulk',stim,f,trochee,ɪ,1,l,R IH L K IH F
deef,deef_5162.wav,deef.s_5182.wav,deef.z_5202.wav,dif,love,scoff,has the sound of the 'v' in 'love',has the sound of the 'ff' in 'scoff',crease,cross,has the vowel sound of 'crease',has the vowel sound of 'cross',stim,f,mono,i,2,0,D IY F
niff,nif_2462.wav,nif.s_2502.wav,nif.z_2482.wav,nɪf,of,loft,has the sound of the 'f' in 'of',has the sound of the 'f' in 'loft',nix,knack,has the vowel sound of 'nix',has the vowel sound of 'knack',stim,f,mono,ɪ,1,0,N IH F
shilf,shilf_1142.wav,shilf.s_1182.wav,shilf.z_1162.wav,ʃɪlf,pelvis,triumph,has the sound of the 'v' in 'pelvis',has the sound of the 'ph' in 'triumph',spill,spell,has the vowel sound of 'spill',has the vowel sound of 'spell',stim,f,mono,ɪ,1,l,SH IH L F
gleef,gleef_1523.wav,gleef.s_4222.wav,gleef.z_4202.wav,glif,sleeve,sheriff,has the sound of the 'v' in 'sleeve',has the sound of the 'ff' in 'sheriff',sleek,slake,has the vowel sound of 'sleek',has the vowel sound of 'slake',stim,f,mono,i,2,0,G L IY F
piedif,piedif_566.wav,piedif.s_466.wav,piedif.z_568.wav,pidəf,wave,skiff,has the sound of the 'v' in 'wave',has the sound of the 'ff' in 'skiff',sheep,shape,has the vowel sound of 'sheep',has the vowel sound of 'shape',stim,f,trochee,i,2,0,P IY D IH F
dweeth,dweeth_202.wav,dweeth.s_206.wav,dweeth.z_204.wav,dwiθ,brother,broth,has the sound of the 'th' in 'brother',has the sound of the 'th' in 'broth',feet,fate,has the vowel sound of 'feet',has the vowel sound of 'fate',stim,θ,mono,i,2,0,D W IY TH
siltith,siltith_7522.wav,siltith.s_7482.wav,siltith.z_7562.wav,sɪltəθ,brother,broth,has the sound of the 'th' in 'brother',has the sound of the 'th' in 'broth',school,skill,has the vowel sound of 'school',has the vowel sound of 'skill',stim,θ,trochee,ɪ,1,0,S IH L T IH TH
hareeth,hareeth_408.wav,hareeth.s_534.wav,hareeth.z_532.wav,həɹiθ,heathen,heathrow,has the sound of the 'th' in 'heathen',has the sound of the 'th' in 'heathrow',creak,crack,has the vowel sound of 'creak',has the vowel sound of 'crack',stim,θ,iamb,i,2,0,HH IH R IY TH
leeseth,leeseth_722.wav,leeseth.s_742.wav,leeseth.z_762.wav,lisəθ,heathen,heathrow,has the sound of the 'th' in 'heathen',has the sound of the 'th' in 'heathrow',sheep,shape,has the vowel sound of 'sheep',has the vowel sound of 'shape',stim,θ,trochee,i,2,0,L IY S IH TH
bilth,bilth_692.wav,bilth.s_5142.wav,bilth.z_5122.wav,bɪlθ,heather,ether,has the sound of the 'th' in 'heather',has the sound of the 'th' in 'ether',pict,pact,has the vowel sound of 'pict',has the vowel sound of 'pact',stim,θ,mono,ɪ,1,l,B IH L TH
ristilth,ristilth_4422.wav,ristilth.s_4462.wav,ristilth.z_4442.wav,rəstɪlθ,leather,wreath,has the sound of the 'th' in 'leather',has the sound of the 'th' in 'wreath',skill,school,has the vowel sound of 'school',has the vowel sound of 'skill',stim,θ,iamb,ɪ,1,0,R IH S T IH L TH
lith,lith_160.wav,lith.s_164.wav,lith.z_162.wav,lɪθ,leather,wreath,has the sound of the 'th' in 'leather',has the sound of the 'th' in 'wreath',pict,pact,has the vowel sound of 'pict',has the vowel sound of 'pact',stim,θ,mono,ɪ,1,0,L IH TH
beeth,beeth_5782.wav,beeth.s_5822.wav,beeth.z_5802.wav,biθ,loathing,pithy,has the sound of the 'th' in 'loathing',has the sound of the 'th' in 'pithy',sleek,slake,has the vowel sound of 'sleek',has the vowel sound of 'slake',stim,θ,mono,i,2,0,B IY TH
reecrith,reecrith_1583.wav,reecrith.s_42.wav,reecrith.z_40.wav,ɹikrəθ,loathing,pithy,has the sound of the 'th' in 'loathing',has the sound of the 'th' in 'pithy',creak,crack,has the vowel sound of 'creak',has the vowel sound of 'crack',stim,θ,trochee,i,2,0,R IY K R IH TH
zuzzeeth,zuzzeeth_4122.wav,zuzzeeth.s_4162.wav,zuzzeeth.z_4142.wav,zəziθ,mother,moth,has the sound of the 'th' in 'mother',has the sound of the 'th' in 'moth',quiche,pitch,has the vowel sound of 'quiche',has the vowel sound of 'pitch',stim,θ,iamb,i,2,0,Z IH Z IY TH
fiddith,fiddith_224.wav,fiddith.s_346.wav,fiddith.z_344.wav,fɪdəθ,weather,bequeath,has the sound of the 'th' in 'weather',has the sound of the 'th' in 'bequeath',pickle,puzzle,has the vowel sound of 'pickle',has the vowel sound of 'puzzle',stim,θ,trochee,ɪ,1,0,F IH D IH TH
tuspith,tuspith_6742.wav,tuspith.s_6782.wav,tuspith.z_6762.wav,təspɪθ,weather,bequeath,has the sound of the 'th' in 'weather',has the sound of the 'th' in 'bequeath',skip,school,has the vowel sound of 'skip',has the vowel sound of 'school',stim,θ,iamb,ɪ,1,0,T IH S P IH TH
nofe,noaf_4602.wav,noaf.s_4642.wav,noaf.z_4622.wav,noʊf,cove,plaintiff,has the sound of the 'v' in 'cove',has the sound of the 'ff' in 'plaintiff',rogue,rouge,has the vowel sound of 'rogue',has the vowel sound of 'rouge',stim,f,mono,oʊ,2,0,N OW F
sekloaf,sekloaf_3542.wav,sekloaf.s_3582.wav,sekloaf.z_3562.wav,səkloʊf,pave,fluff,has the sound of the 'v' in 'pave',has the sound of the 'ff' in 'fluff',gnome,chime,has the vowel sound of 'gnome',has the vowel sound of 'chime',stim,f,iamb,oʊ,2,0,S IH K L OW F
volif,volif_2282.wav,volif.s_2322.wav,volif.z_2302.wav,voʊləf,perv,wolf,has the sound of the 'v' in 'perv',has the sound of the 'f' in 'wolf',shone,Shane,has the vowel sound of 'shone',has the vowel sound of 'Shane',stim,f,trochee,oʊ,2,0,V OW L IH F
nitoaf,nitoaf_3182.wav,nitoaf.s_3202.wav,nitoaf.z_3222.wav,nətoʊf,rave,safe,has the sound of the 'v' in 'rave',has the sound of the 'f' in 'safe',rogue,rouge,has the vowel sound of 'rogue',has the vowel sound of 'rouge',stim,f,iamb,oʊ,2,0,N IH T OW F
rowf,rowf_596.wav,rowf.s_600.wav,rowf.z_598.wav,ɹoʊf,receive,giraffe,has the sound of the 'v' in 'receive',has the sound of the 'ff' in 'giraffe',mole,mule,has the vowel sound of 'mole',has the vowel sound of 'mule',stim,f,mono,oʊ,2,0,R OW F
flodaf,floduf_7582.wav,floduf.s_7622.wav,floduf.z_7602.wav,floʊdəf,shove,spoof,has the sound of the 'v' in 'shove',has the sound of the 'f' in 'spoof',hope,hype,has the vowel sound of 'hype',has the vowel sound of 'hope',stim,f,trochee,oʊ,2,0,F L OW D IH F
brelowth,brelowth_104.wav,brelowth.s_108.wav,brelowth.z_106.wav,brəloʊθ,blather,twelfth,has the sound of the 'th' in 'blather',has the sound of the 'th' in 'twelfth',roast,broil,has the vowel sound of 'roast',has the vowel sound of 'broil',stim,θ,iamb,oʊ,2,0,B R IH L OW TH
modith,modith_7042.wav,modith.s_882.wav,modith.z_7082.wav,moʊdəθ,brother,broth,has the sound of the 'th' in 'brother',has the sound of the 'th' in 'broth',road,rude,has the vowel sound of 'road',has the vowel sound of 'rude',stim,θ,trochee,oʊ,2,0,M OW D IH TH
doath,dowth_6122.wav,dowth.s_6162.wav,dowth.z_6142.wav,doʊθ,leather,wreath,has the sound of the 'th' in 'leather',has the sound of the 'th' in 'wreath',nose,news,has the vowel sound of 'nose',has the vowel sound of 'news',stim,θ,mono,oʊ,2,0,D OW TH
choath,choath_44.wav,choath.s_48.wav,choath.z_46.wav,ʧoʊθ,loathing,pithy,has the sound of the 'th' in 'loathing',has the sound of the 'th' in 'pithy',globe,kluge,has the vowel sound of 'globe',has the vowel sound of 'kluge',stim,θ,mono,oʊ,2,0,CH OW TH
rocith,roseth_6302.wav,roseth.s_6342.wav,roseth.z_6362.wav,roʊsəθ,mother,moth,has the sound of the 'th' in 'mother',has the sound of the 'th' in 'moth',strobe,strife,has the vowel sound of 'strobe',has the vowel sound of 'strife',stim,θ,trochee,oʊ,2,0,R OW S IH TH
naboath,nuboath_110.wav,nuboath.s_114.wav,nuboath.z_112.wav,nəboʊθ,weather,bequeath,has the sound of the 'th' in 'weather',has the sound of the 'th' in 'bequeath',spoke,sneak,has the vowel sound of 'spoke',has the vowel sound of 'sneak',stim,θ,iamb,oʊ,2,0,N IH B OW TH
younif,yunif_502.wav,yunif.s_542.wav,yunif.z_522.wav,junəf,love,scoff,has the sound of the 'v' in 'love',has the sound of the 'ff' in 'scoff',crew,crumb,has the vowel sound of 'crew',has the vowel sound of 'crumb',stim,f,trochee,u,2,0,Y UW N IH F
doof,doof_620.wav,doof.s_624.wav,doof.z_622.wav,duf,pave,fluff,has the sound of the 'v' in 'pave',has the sound of the 'ff' in 'fluff',group,hope,has the vowel sound of 'group',has the vowel sound of 'hope',stim,f,mono,u,2,0,D UW F
traloof,traloof_5422.wav,traloof.s_5462.wav,traloof.z_5442.wav,tɹəluf,receive,giraffe,has the sound of the 'v' in 'receive',has the sound of the 'ff' in 'giraffe',Luke,look,has the vowel sound of 'Luke',has the vowel sound of 'look',stim,f,iamb,u,2,0,T R IH L UW F
ruveth,ruveth_1082.wav,ruveth.s_1122.wav,ruveth.z_1102.wav,ruvəθ,brother,broth,has the sound of the 'th' in 'brother',has the sound of the 'th' in 'broth',spoon,spun,has the vowel sound of 'spoon',has the vowel sound of 'spun',stim,θ,trochee,u,2,0,R UW V IH TH
kanuth,kanuth_456.wav,kanuth.s_458.wav,kanuth.z_943.wav,kənuθ,leather,wreath,has the sound of the 'th' in 'leather',has the sound of the 'th' in 'wreath',loom,loam,has the vowel sound of 'loom',has the vowel sound of 'loam',stim,θ,iamb,u,2,0,K IH N UW TH
hooth,hooth_80.wav,hooth.s_84.wav,hooth.z_82.wav,huθ,loathing,pithy,has the sound of the 'th' in 'loathing',has the sound of the 'th' in 'pithy',moon,mane,has the vowel sound of 'moon',has the vowel sound of 'mane',stim,θ,mono,u,2,0,HH UW TH
stookif,stookif_442.wav,stookif.s_503.wav,stookif.z_483.wav,stʊkəf,eve,ref,has the sound of the 'v' in 'eve',has the sound of the 'f' in 'ref',stood,stewed,has the vowel sound of 'stood',has the vowel sound of 'stewed',stim,f,trochee,ʊ,1,0,S T UH K IH F
cloof,cloof_8.wav,cloof.s_12.wav,cloof.z_10.wav,klʊf,rove,laugh,has the sound of the 'v' in 'rove',has the sound of the 'gh' in 'laugh',hood,herd,has the vowel sound of 'hood',has the vowel sound of 'herd',stim,f,mono,ʊ,1,0,K L UH F
stiroof,stiroof_142.wav,stiroof.s_146.wav,stiroof.z_144.wav,stərʊf,sleeve,sheriff,has the sound of the 'v' in 'sleeve',has the sound of the 'ff' in 'sheriff',cook,kook,has the vowel sound of 'cook',has the vowel sound of 'kook',stim,f,iamb,ʊ,1,0,S T IH R UH F
wooketh,wooketh_683.wav,wooketh.s_723.wav,wooketh.z_748.wav,wʊkəθ,either,lethal,has the sound of the 'th' in 'either',has the sound of the 'th' in 'lethal',look,Luke,has the vowel sound of 'look',has the vowel sound of 'Luke',stim,θ,trochee,ʊ,1,0,W UH K IH T HH
pruth,pruth_5542.wav,pruth.s_2023.wav,pruth.z_2043.wav,prʊθ,heathen,heathrow,has the sound of the 'th' in 'heathen',has the sound of the 'th' in 'heathrow',rook,rake,has the vowel sound of 'rook',has the vowel sound of 'rake',stim,θ,mono,ʊ,1,0,P R UH TH
sheduth,sheduth_7342.wav,sheduth.s_630.wav,sheduth.z_628.wav,ʃədʊθ,heathen,heathrow,has the sound of the 'th' in 'heathen',has the sound of the 'th' in 'heathrow',hook,hoax,has the vowel sound of 'hook',has the vowel sound of 'hoax',stim,θ,iamb,ʊ,1,0,SH IH D UH TH
quazuf,quazuf_7162.wav,quazuf.s_7202.wav,quazuf.z_7182.wav,kwəzʌf,dove,rough,has the sound of the 'v' in 'dove',has the sound of the 'gh' in 'rough',rough,rife,has the vowel sound of 'rough',has the vowel sound of 'rife',stim,f,iamb,ʌ,1,0,K W IH Z AH F
brunlif,brunlif_6862.wav,brunlif.s_6902.wav,brunlif.z_6882.wav,brʌnləf,grove,steph,has the sound of the 'v' in 'grove',has the sound of the 'ph' in 'steph',fun,fume,has the vowel sound of 'fun',has the vowel sound of 'fume',stim,f,trochee,ʌ,1,n,B R AH N L IH F
bunf,bunf_584.wav,bunf.s_588.wav,bunf.z_586.wav,bʌnf,knave,bluff,has the sound of the 'v' in 'knave',has the sound of the 'ff' in 'bluff',dunce,dance,has the vowel sound of 'dunce',has the vowel sound of 'dance',stim,f,mono,ʌ,1,n,B AH N F
shuttif,shuttif_494.wav,shuttif.s_496.wav,shuttif.z_498.wav,ʃʌtəf,of,loft,has the sound of the 'f' in 'of',has the sound of the 'f' in 'loft',crud,crowd,has the vowel sound of 'crud',has the vowel sound of 'crowd',stim,f,trochee,ʌ,1,0,SH AH T IH F
nadulf,nadulf_2102.wav,nadulf.s_2122.wav,nadulf.z_5522.wav,nədʌlf,pelvis,triumph,has the sound of the 'v' in 'pelvis',has the sound of the 'ph' in 'triumph',gulp,gape,has the vowel sound of 'gulp',has the vowel sound of 'gape',stim,f,iamb,ʌ,1,l,N IH D AH L F
suff,suf_5902.wav,suf.s_5942.wav,suf.z_5922.wav,sʌf,wave,skiff,has the sound of the 'v' in 'wave',has the sound of the 'ff' in 'skiff',cuss,kiss,has the vowel sound of 'cuss',has the vowel sound of 'kiss',stim,f,mono,ʌ,1,0,S AH F
sulth,sulth_1022.wav,sulth.s_1062.wav,sulth.z_1042.wav,sʌlθ,blather,twelfth,has the sound of the 'th' in 'blather',has the sound of the 'th' in 'twelfth',mulch,milk,has the vowel sound of 'mulch',has the vowel sound of 'milk',stim,θ,mono,ʌ,1,0,S AH L TH
sepulth,sepulth.5042.wav,sepulth.s_5062.wav,sepulth.z_5082.wav,səpʌlθ,brother,broth,has the sound of the 'th' in 'brother',has the sound of the 'th' in 'broth',hulk,freak,has the vowel sound of 'hulk',has the vowel sound of 'freak',stim,θ,iamb,ʌ,1,l,S IH P AH L TH
sistuth,sistuth_1442.wav,sistuth.s_1482.wav,sistuth.z_1462.wav,səstʌθ,leather,wreath,has the sound of the 'th' in 'leather',has the sound of the 'th' in 'wreath',plus,glass,has the vowel sound of 'plus',has the vowel sound of 'glass',stim,θ,iamb,ʌ,1,0,S IH S T AH TH
kuth,kuth_1283.wav,kuth.s_422.wav,kuth.z_402.wav,kʌθ,rather,bathtub,has the sound of the 'th' in 'rather',has the sound of the 'th' in 'bathtub',cut,cute,has the vowel sound of 'cut',has the vowel sound of 'cute',stim,θ,mono,ʌ,1,0,K AH TH
tulpith,tulpith_1163.wav,tulpith.s_1203.wav,tulpith.z_1183.wav,tʌlpəθ,smooth,truth,has the sound of the 'th' in 'smooth',has the sound of the 'th' in 'truth',skull,skill,has the vowel sound of 'skull',has the vowel sound of 'skill',stim,θ,trochee,ʌ,1,l,T AH L P IH TH
juckith,juckith_3742.wav,juckith.s_1783.wav,juckith.z_1803.wav,ʤʌkəθ,weather,bequeath,has the sound of the 'th' in 'weather',has the sound of the 'th' in 'bequeath',Puck,Pike,has the vowel sound of 'Puck',has the vowel sound of 'Pike',stim,θ,trochee,ʌ,1,0,JH AH K IH TH